id,type,attributes.bearing,attributes.carriages,attributes.current_status,attributes.current_stop_sequence,attributes.direction_id,attributes.label,attributes.latitude,attributes.longitude,attributes.occupancy_status,attributes.revenue,attributes.speed,attributes.updated_at,links.self,relationships.route.data.id,relationships.route.data.type,relationships.stop.data,relationships.trip.data.id,relationships.trip.data.type,relationships.stop.data.id,relationships.stop.data.type
y3109,vehicle,48.0,[],STOPPED_AT,27.0,0.0,3109,42.473656,-70.917285,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3109,441,route,,71826158,trip,4762,stop
G-10060,vehicle,300.0,"[{'label': '3609', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3866', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,0.0,3609-3866,42.37705,-71.09396,,REVENUE,1.9,2025-10-28T12:44:59-04:00,/vehicles/G-10060,Green-D,route,,ADDED-1583224139,trip,Union Square-01,stop
y1625,vehicle,27.0,[],IN_TRANSIT_TO,38.0,1.0,1625,42.209789,-71.191772,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1625,34E,route,,72094584,trip,47620,stop
ynk318,vehicle,,[],IN_TRANSIT_TO,,,318,42.337062,-71.253017,,REVENUE,,2025-10-28T12:43:19-04:00,/vehicles/ynk318,Shuttle-Generic,route,,BL-38179982,trip,,
y1224,vehicle,215.0,[],STOPPED_AT,1.0,1.0,1224,42.319532,-71.062877,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1224,28,route,,72040724,trip,18511,stop
y1431,vehicle,179.0,[],STOPPED_AT,1.0,1.0,1431,42.404928,-71.082471,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/y1431,111,route,,71993986,trip,5547,stop
y2021,vehicle,309.0,[],IN_TRANSIT_TO,29.0,0.0,2021,42.421737,-71.172448,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y2021,77,route,,71694981,trip,2290,stop
y1275,vehicle,225.0,[],IN_TRANSIT_TO,2.0,0.0,1275,42.351675,-71.059146,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1275,751,route,,72040589,trip,6555,stop
y1638,vehicle,180.0,[],STOPPED_AT,3.0,0.0,1638,42.28024,-71.06589,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:55-04:00,/vehicles/y1638,24,route,,72093302,trip,537,stop
y1831,vehicle,90.0,[],STOPPED_AT,19.0,0.0,1831,42.329732,-71.083856,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1831,8,route,,71467508,trip,64,stop
y3324,vehicle,222.0,[],STOPPED_AT,53.0,1.0,3324,42.45816,-70.949112,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3324,441,route,,71826059,trip,4701,stop
y1314,vehicle,135.0,[],IN_TRANSIT_TO,5.0,0.0,1314,42.36552,-71.02241,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:43:32-04:00,/vehicles/y1314,741,route,,72040375,trip,17091,stop
y1411,vehicle,138.0,[],IN_TRANSIT_TO,22.0,1.0,1411,42.409751,-71.119107,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1411,94,route,,71996484,trip,2378,stop
O-548636A1,vehicle,265.0,"[{'label': '1484', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 3}, {'label': '1485', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 7}, {'label': '1414', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4}, {'label': '1415', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 14}, {'label': '1461', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 12}, {'label': '1460', 'occupancy_status': 'STANDING_ROOM_ONLY', 'occupancy_percentage': 18}]",STOPPED_AT,120.0,0.0,1484,42.34767,-71.07464,,REVENUE,,2025-10-28T12:44:47-04:00,/vehicles/O-548636A1,Orange,route,,70525419,trip,70014,stop
y1602,vehicle,,[],STOPPED_AT,8.0,1.0,1602,42.312188,-71.101816,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1602,42,route,,72093349,trip,25236,stop
dLF 951,vehicle,,[],STOPPED_AT,1.0,0.0,LF 951,42.267751,-71.092419,,REVENUE,,2025-10-28T12:41:52-04:00,/vehicles/dLF%20951,716,route,,71954752,trip,185,stop
y1268,vehicle,70.0,[],STOPPED_AT,23.0,1.0,1268,42.349144,-71.080483,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y1268,39,route,,72039611,trip,174,stop
y1406,vehicle,271.0,[],STOPPED_AT,1.0,0.0,1406,42.384895,-71.076024,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1406,89,route,,71998533,trip,29011,stop
1860,vehicle,,[],IN_TRANSIT_TO,80.0,0.0,1860,42.125213623046875,-71.10511016845703,,REVENUE,3.6,2025-10-28T12:44:40-04:00,/vehicles/1860,CR-Providence,route,,Base-772806-937,trip,SB-0189-S,stop
y1331,vehicle,,[],STOPPED_AT,1.0,0.0,1331,42.352254,-71.055609,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:09-04:00,/vehicles/y1331,741,route,,72040315,trip,74611,stop
O-5486345D,vehicle,25.0,"[{'label': '1468', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 15}, {'label': '1469', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 12}, {'label': '1535', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}, {'label': '1534', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 12}, {'label': '1425', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}, {'label': '1424', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}]",INCOMING_AT,90.0,1.0,1468,42.35002,-71.06375,,REVENUE,,2025-10-28T12:44:59-04:00,/vehicles/O-5486345D,Orange,route,,70525380,trip,70019,stop
y1679,vehicle,127.0,[],STOPPED_AT,32.0,0.0,1679,42.262585,-71.162754,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1679,35,route,,72093491,trip,830,stop
1863,vehicle,,[],STOPPED_AT,60.0,1.0,1863,42.283103942871094,-71.39226531982422,,REVENUE,,2025-10-28T12:44:45-04:00,/vehicles/1863,CR-Worcester,route,,Base-772672-542,trip,WML-0199-02,stop
y1943,vehicle,135.0,[],STOPPED_AT,1.0,1.0,1943,42.38802,-71.07305,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:47-04:00,/vehicles/y1943,77,route,,71694954,trip,7922,stop
B-548636A8,vehicle,150.0,"[{'label': '0773', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0772', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0705', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0704', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0721', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0720', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,10.0,1.0,0773,42.35949,-71.05969,,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/B-548636A8,Blue,route,,72120520,trip,70040,stop
y2081,vehicle,342.0,[],STOPPED_AT,21.0,0.0,2081,42.401333,-71.126275,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y2081,87,route,,71694579,trip,2632,stop
y3279,vehicle,,[],STOPPED_AT,1.0,0.0,3279,42.340985,-71.064501,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:50-04:00,/vehicles/y3279,19,route,,71374666,trip,407,stop
y1432,vehicle,,[],IN_TRANSIT_TO,20.0,1.0,1432,42.393547,-71.043013,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1432,104,route,,71998168,trip,15053,stop
y1458,vehicle,30.0,[],IN_TRANSIT_TO,18.0,0.0,1458,42.42671,-71.066992,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1458,99,route,,71996775,trip,9215,stop
y1612,vehicle,192.0,[],STOPPED_AT,12.0,0.0,1612,42.296709,-71.08747,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1612,29,route,,72094694,trip,417,stop
G-10081,vehicle,315.0,"[{'label': '3820', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3633', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,170.0,0.0,3820-3633,42.35101,-71.11478,,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/G-10081,Green-B,route,,ADDED-1583224043,trip,170141,stop
ynk308,vehicle,,[],IN_TRANSIT_TO,,,308,42.349862,-71.09347,,REVENUE,,2025-10-28T12:41:28-04:00,/vehicles/ynk308,Shuttle-Generic,route,,BL-112434614,trip,,
y1668,vehicle,185.0,[],IN_TRANSIT_TO,6.0,0.0,1668,42.285331,-71.118872,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1668,32,route,,72094809,trip,56495,stop
y3280,vehicle,231.0,[],STOPPED_AT,1.0,0.0,3280,42.340313,-71.071609,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y3280,1,route,,71375360,trip,64,stop
y1958,vehicle,,[],STOPPED_AT,11.0,1.0,1958,42.404216,-71.035881,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1958,111,route,,71994151,trip,5596,stop
y1814,vehicle,,[],STOPPED_AT,24.0,1.0,1814,42.324082,-71.074129,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:55-04:00,/vehicles/y1814,15,route,,71466466,trip,1485,stop
y1253,vehicle,311.0,[],IN_TRANSIT_TO,26.0,1.0,1253,42.320107,-71.081438,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/y1253,28,route,,72040794,trip,393,stop
y1270,vehicle,339.0,[],STOPPED_AT,22.0,1.0,1270,42.31315987,-71.08352478,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:15-04:00,/vehicles/y1270,28,route,,72040766,trip,387,stop
y3340,vehicle,199.0,[],IN_TRANSIT_TO,16.0,1.0,3340,42.493866,-70.870064,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y3340,442,route,,71825835,trip,4847,stop
G-10128,vehicle,225.0,"[{'label': '3845', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3712', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,600.0,0.0,3845-3712,42.34256,-71.08524,,REVENUE,,2025-10-28T12:44:55-04:00,/vehicles/G-10128,Green-E,route,,ADDED-1583223998,trip,70243,stop
y0818,vehicle,188.0,[],IN_TRANSIT_TO,34.0,0.0,0818,42.190564,-71.007071,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y0818,230,route,,71987596,trip,3879,stop
y0805,vehicle,20.0,[],STOPPED_AT,1.0,0.0,0805,42.283885,-71.063885,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y0805,240,route,,71988064,trip,334,stop
ynk303,vehicle,,[],IN_TRANSIT_TO,,,303,42.35021,-71.076597,,REVENUE,,2025-10-28T12:43:19-04:00,/vehicles/ynk303,Shuttle-Generic,route,,BL-82594806,trip,,
y1823,vehicle,0.0,[],IN_TRANSIT_TO,32.0,1.0,1823,42.35089,-71.06355,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:54-04:00,/vehicles/y1823,11,route,,71465709,trip,6537,stop
1814,vehicle,74.0,[],STOPPED_AT,70.0,1.0,1814,42.456939697265625,-71.39368438720703,,REVENUE,8.0,2025-10-28T12:44:42-04:00,/vehicles/1814,CR-Fitchburg,route,,Base-772416-420,trip,FR-0219-02,stop
y1934,vehicle,105.0,[],STOPPED_AT,6.0,1.0,1934,42.376354,-71.250803,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1934,70,route,,71696105,trip,86937,stop
y2032,vehicle,135.0,[],STOPPED_AT,1.0,0.0,2032,42.38767,-71.07332,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:49-04:00,/vehicles/y2032,109,route,,71994797,trip,76125,stop
y3272,vehicle,3.0,[],STOPPED_AT,3.0,1.0,3272,42.371239,-71.121387,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3272,66,route,,71373215,trip,2550,stop
y1989,vehicle,263.0,[],IN_TRANSIT_TO,40.0,0.0,1989,42.377941,-71.22488,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1989,70,route,,71696129,trip,8831,stop
1709,vehicle,331.0,[],IN_TRANSIT_TO,50.0,0.0,1709,42.52675247192383,-71.15080261230469,,REVENUE,24.6,2025-10-28T12:44:33-04:00,/vehicles/1709,CR-Lowell,route,,Base-772377-339,trip,NHRML-0152-01,stop
ynk225,vehicle,,[],IN_TRANSIT_TO,,,225,42.334853,-71.253811,,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/ynk225,Shuttle-Generic,route,,BL-3517646,trip,,
y1851,vehicle,128.0,[],IN_TRANSIT_TO,19.0,0.0,1851,42.303566,-71.059318,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1851,18,route,,71467989,trip,320,stop
y3122,vehicle,292.0,[],IN_TRANSIT_TO,26.0,1.0,3122,42.404337,-71.049086,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y3122,110,route,,71995042,trip,5691,stop
ynk237,vehicle,156.0,[],IN_TRANSIT_TO,,,237,42.34363,-71.085781,,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/ynk237,Shuttle-Generic,route,,BL-66115540,trip,,
y1834,vehicle,121.0,[],STOPPED_AT,1.0,1.0,1834,42.338648,-71.031727,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1834,9,route,,71465713,trip,33,stop
y1416,vehicle,180.0,[],STOPPED_AT,1.0,0.0,1416,42.42644,-71.07382,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:50-04:00,/vehicles/y1416,132,route,,71996566,trip,5072,stop
y1760,vehicle,,[],STOPPED_AT,35.0,1.0,1760,42.35105,-71.072938,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1760,10,route,,71465702,trip,144,stop
G-10033,vehicle,90.0,"[{'label': '3829', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3626', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,40.0,1.0,3829-3626,42.34154,-71.14638,,REVENUE,4.4,2025-10-28T12:44:47-04:00,/vehicles/G-10033,Green-B,route,,ADDED-1583224056,trip,70116,stop
y1896,vehicle,225.0,[],IN_TRANSIT_TO,2.0,0.0,1896,42.33156,-71.09436,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:56-04:00,/vehicles/y1896,23,route,,71466621,trip,11257,stop
y3346,vehicle,315.0,[],STOPPED_AT,1.0,0.0,3346,42.36224,-71.05818,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:43:56-04:00,/vehicles/y3346,426,route,,71826034,trip,117,stop
G-10024,vehicle,135.0,"[{'label': '3706', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3890', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,1.0,3706-3890,42.34018,-71.16709,,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/G-10024,Green-B,route,,ADDED-1583224118,trip,70106,stop
y3337,vehicle,207.0,[],IN_TRANSIT_TO,39.0,0.0,3337,42.490469,-71.018999,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3337,429,route,,71825944,trip,67202,stop
y3115,vehicle,237.0,[],STOPPED_AT,1.0,0.0,3115,42.361842,-71.05717,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3115,450,route,,71825997,trip,117,stop
y3124,vehicle,0.0,[],STOPPED_AT,1.0,0.0,3124,42.3695,-71.03937,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y3124,120,route,,71825945,trip,5740,stop
ynk258,vehicle,38.0,[],IN_TRANSIT_TO,,,258,42.32699,-71.230169,,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/ynk258,Shuttle-Generic,route,,BL-6194923,trip,,
G-10067,vehicle,240.0,"[{'label': '3876', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3714', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,110.0,0.0,3876-3714,42.35018,-71.0771,,REVENUE,,2025-10-28T12:45:02-04:00,/vehicles/G-10067,Green-E,route,,ADDED-1583224031,trip,70155,stop
O-548636B3,vehicle,177.0,"[{'label': '1426', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 2}, {'label': '1427', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 7}, {'label': '1531', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 6}, {'label': '1530', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 13}, {'label': '1423', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9}, {'label': '1422', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10}]",INCOMING_AT,20.0,0.0,1426,42.41595,-71.077,,REVENUE,,2025-10-28T12:44:41-04:00,/vehicles/O-548636B3,Orange,route,,70525443,trip,70032,stop
G-10065,vehicle,225.0,"[{'label': '3849', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3887', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,440.0,0.0,3849-3887,42.33625,-71.14902,,REVENUE,4.3,2025-10-28T12:39:59-04:00,/vehicles/G-10065,Green-C,route,,ADDED-1583224002,trip,70237,stop
y1681,vehicle,,[],STOPPED_AT,20.0,1.0,1681,42.301548,-71.109706,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:01-04:00,/vehicles/y1681,21,route,,72094108,trip,547,stop
R-54863459,vehicle,275.0,"[{'label': '1753', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1752', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1757', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1756', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1500', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1501', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,180.0,1.0,1753,42.36359,-71.09914,,REVENUE,,2025-10-28T12:44:56-04:00,/vehicles/R-54863459,Red,route,,ADDED-1583223898,trip,70070,stop
y1274,vehicle,,[],STOPPED_AT,3.0,0.0,1274,42.35123,-71.06288,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1274,751,route,,72040526,trip,49002,stop
y1257,vehicle,,[],STOPPED_AT,1.0,1.0,1257,42.299712,-71.114442,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:54-04:00,/vehicles/y1257,39,route,,72039520,trip,10642,stop
R-5486370A,vehicle,95.0,"[{'label': '1515', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1514', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1742', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1743', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1730', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1731', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,50.0,0.0,1515,42.36243,-71.08581,,REVENUE,,2025-10-28T12:44:48-04:00,/vehicles/R-5486370A,Red,route,,70953917,trip,70071,stop
ynk252,vehicle,,[],IN_TRANSIT_TO,,,252,42.348855,-71.095807,,REVENUE,,2025-10-28T12:44:52-04:00,/vehicles/ynk252,Shuttle-Generic,route,,BL-99597744,trip,,
y3121,vehicle,101.0,[],STOPPED_AT,6.0,1.0,3121,42.390833,-71.156654,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3121,74,route,,71695568,trip,2148,stop
y3267,vehicle,248.0,[],IN_TRANSIT_TO,5.0,1.0,3267,42.356677,-71.187329,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3267,57,route,,71374925,trip,9031,stop
y0836,vehicle,206.0,[],IN_TRANSIT_TO,18.0,0.0,0836,42.196372,-70.949658,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y0836,226,route,,71987552,trip,13823,stop
ynk313,vehicle,269.0,[],IN_TRANSIT_TO,,,313,42.326111,-71.226401,,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/ynk313,Shuttle-Generic,route,,BL-60596180,trip,,
y3148,vehicle,220.0,[],IN_TRANSIT_TO,22.0,1.0,3148,42.375808,-71.056146,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y3148,111,route,,71994113,trip,2829,stop
G-10095,vehicle,90.0,"[{'label': '3234', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,6.0,1.0,3234,42.27034,-71.06711,,REVENUE,2.8,2025-10-28T12:44:58-04:00,/vehicles/G-10095,Mattapan,route,,ADDED-1583224094,trip,70266,stop
y1604,vehicle,93.0,[],IN_TRANSIT_TO,19.0,1.0,1604,42.328631,-71.083419,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1604,41,route,,72094447,trip,1493,stop
y1319,vehicle,,[],IN_TRANSIT_TO,10.0,1.0,1319,42.353309,-71.050853,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/y1319,742,route,,72039802,trip,74617,stop
y3323,vehicle,324.0,[],IN_TRANSIT_TO,66.0,0.0,3323,42.523427,-70.899525,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3323,435,route,,71826419,trip,37150,stop
y0785,vehicle,86.0,[],IN_TRANSIT_TO,5.0,0.0,0785,42.297264,-71.051451,,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y0785,201,route,,71988361,trip,8340,stop
G-10098,vehicle,45.0,"[{'label': '3857', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3674', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,480.0,1.0,3857-3674,42.33391,-71.10533,,REVENUE,2.2,2025-10-28T12:44:19-04:00,/vehicles/G-10098,Green-E,route,,ADDED-1583224101,trip,70252,stop
y1616,vehicle,45.0,[],STOPPED_AT,78.0,1.0,1616,42.28638,-71.12821,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:44-04:00,/vehicles/y1616,34E,route,,72094586,trip,636,stop
ynk314,vehicle,,[],IN_TRANSIT_TO,,,314,42.334557,-71.253971,,REVENUE,,2025-10-28T12:42:51-04:00,/vehicles/ynk314,Shuttle-Generic,route,,BL-78668763,trip,,
G-10009,vehicle,175.0,"[{'label': '3861', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3670', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,30.0,0.0,3861-3670,42.36238,-71.05804,,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/G-10009,Green-E,route,,ADDED-1583224063,trip,70204,stop
G-10064,vehicle,225.0,"[{'label': '3718', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3817', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,630.0,0.0,3718-3817,42.33527,-71.1019,,REVENUE,4.2,2025-10-28T12:45:11-04:00,/vehicles/G-10064,Green-E,route,,ADDED-1583223970,trip,70249,stop
y1437,vehicle,21.0,[],IN_TRANSIT_TO,10.0,0.0,1437,42.391427,-71.034757,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1437,112,route,,71996471,trip,5615,stop
y1907,vehicle,225.0,[],IN_TRANSIT_TO,5.0,0.0,1907,42.33699,-71.06858,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:47-04:00,/vehicles/y1907,47,route,,71467703,trip,10015,stop
ynk340,vehicle,,[],IN_TRANSIT_TO,,,340,42.335299,-71.253389,,REVENUE,,2025-10-28T12:16:44-04:00,/vehicles/ynk340,Shuttle-Generic,route,,BL-131443947,trip,,
y1881,vehicle,,[],STOPPED_AT,6.0,0.0,1881,42.34755,-71.06871,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:46-04:00,/vehicles/y1881,9,route,,71465574,trip,147,stop
y1932,vehicle,,[],IN_TRANSIT_TO,8.0,0.0,1932,42.379513,-71.095418,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:52-04:00,/vehicles/y1932,109,route,,71994744,trip,2773,stop
y2011,vehicle,225.0,[],STOPPED_AT,1.0,0.0,2011,42.37492,-71.02924,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:43-04:00,/vehicles/y2011,104,route,,71994955,trip,7096,stop
y1706,vehicle,201.0,[],IN_TRANSIT_TO,24.0,0.0,1706,42.309304,-71.082778,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1706,14,route,,72094401,trip,413,stop
